Race,Dog number,Name,Form,Win,Place
04:10  Taree,4,Giggling Dixie,1137155147,,
04:10  Taree,5,Twelve Men,6574261126,,
04:10  Taree,7,Coin Counter,8272173233,,
04:10  Taree,8,Good Pub Feed,6553235334,,
04:34  Taree,1,Starlight Duke,8822322152,,
04:34  Taree,2,Colin Keeping,136X157461,,
04:34  Taree,3,Frank Chana,1624452872,,
04:34  Taree,4,Not A Boodie,5264373413,,
04:34  Taree,5,Blue Majestic,2365164242,,
04:34  Taree,6,Family Crest,251114X54,,
04:34  Taree,7,Nabiac Jack,2223262351,,
04:34  Taree,8,Semtex,2244114541,,
04:54  Taree,1,Bentley Elsa,3272355452,,
04:54  Taree,2,Ocean's Pearl,12,,
04:54  Taree,3,Boots And All,77X71668X7,,
04:54  Taree,4,Cyclone Sebas,415231,,
04:54  Taree,5,Ella Black,2642256122,,
04:54  Taree,6,Reel'em Oreo,251158373,,
04:54  Taree,7,Pop's Big Guy,1,,
04:54  Taree,8,Pirate Riot,1,,
05:14  Taree,1,Lenny Keeping,578X721426,,
05:14  Taree,2,Let's Trot Will,7276261342,,
05:14  Taree,3,Majestic Fred,4582813171,,
05:14  Taree,4,Extra Voltage,211,,
05:14  Taree,5,Barefoot Gypsy,3368771782,,
05:14  Taree,6,Al Can Do,2741856813,,
05:14  Taree,7,Reel 'Em Zena,4543887462,,
05:14  Taree,8,Girl Rolex,7487X81543,,
05:34  Taree,1,Witch Rolex,3463212574,,
05:34  Taree,2,Boss Confetti,5313,,
05:34  Taree,4,Lornett Swift,7435133785,,
05:34  Taree,5,Island Princess,5244528642,,
05:34  Taree,7,Cold Cold Night,5535385521,,
05:34  Taree,8,Burst On Turbo,6133X5X565,,
05:54  Taree,1,Nan's Me Barber,3545132453,,
05:54  Taree,2,Sunshine Rhonda,48415161,,
05:54  Taree,3,Oxley Flyer,1673666645,,
05:54  Taree,4,All Out Fire,3222475226,,
05:54  Taree,6,Snacks,4244328423,,
05:54  Taree,7,Simplicity Magic,2412112,,
05:54  Taree,8,Last Shot Ripper,3234233783,,
06:14  Taree,1,Major Flirt,4516721537,,
06:14  Taree,2,Out The Will,6343214462,,
06:14  Taree,3,Black Book It,21X1168X15,,
06:14  Taree,4,Flying Goddess,4438815435,,
06:14  Taree,5,Lottie Ellie,6634372774,,
06:14  Taree,6,Kiarni Phantom,5433621165,,
06:14  Taree,7,Past Tense,8141211545,,
06:14  Taree,8,Kiarni Bad Girl,3314281122,,
06:37  Taree,1,Sunset Panama,X454245124,,
06:37  Taree,2,Let's Go Luke,3121414425,,
06:37  Taree,3,Reel'em George,2413323321,,
06:37  Taree,4,Dynamic Rebel,3313876533,,
06:37  Taree,5,Wonder Kid,7137433742,,
06:37  Taree,6,No Shares,6314151675,,
06:37  Taree,7,Overriding,2226242614,,
06:37  Taree,8,Katie's Quick,2381686156,,
06:56  Taree,1,Reel 'Em Sissy,1666515175,,
06:56  Taree,2,Wally Wombat,4367646766,,
06:56  Taree,3,Aston President,6548446112,,
06:56  Taree,4,Majestic Jojo,4524122112,,
06:56  Taree,5,She's Silky,5216264221,,
06:56  Taree,6,Diva's Shine,6563682156,,
06:56  Taree,7,Kiarni Bolt,2361215113,,
06:56  Taree,8,Majestic Tyson,452242174,,
07:14  Taree,1,Anguilliformes,7748261577,,
07:14  Taree,2,Norbert Bale,2467362677,,
07:14  Taree,3,Lucky Bundy,5524567567,,
07:14  Taree,4,Awesome World,343244862,,
07:14  Taree,5,Tralee Paris,365872466,,
07:14  Taree,6,Lady Reign,5556743224,,
07:14  Taree,7,What About Pablo,777668277X,,
07:14  Taree,8,Jet Keen,4656664247,,
07:39  Taree,1,Teeny Tippett,3388448688,,
07:39  Taree,2,It's Not Messi,175285767,,
07:39  Taree,3,Star Unleashed,6885878786,,
07:39  Taree,4,Mazzara,74367386X7,,
07:39  Taree,5,Red Rudolph,5881778885,,
07:39  Taree,6,Kiss Me Quick,6775376778,,
07:39  Taree,7,Zipping Astrid,2253575856,,
07:39  Taree,8,Marvellous Dunn,3686377668,,
03:55  Rockhampton,2,Sunburnt Buffalo,7624535364,,
03:55  Rockhampton,3,Zabdon No Doubt,2222443285,,
03:55  Rockhampton,4,King's Beach,87,,
03:55  Rockhampton,5,Dream House,742223,,
03:55  Rockhampton,6,Urgent Message,7437553442,,
03:55  Rockhampton,7,Emergency Man,3226265,,
03:55  Rockhampton,8,Rosa's Dash,57,,
04:15  Rockhampton,1,That Twitch,,,
04:15  Rockhampton,3,Branigan,7758785566,,
04:15  Rockhampton,4,Clear Blue Sky,,,
04:15  Rockhampton,6,Blackjack Mike,5,,
04:15  Rockhampton,7,Smoke Stack,3565552532,,
04:15  Rockhampton,8,Zabdon Blondie,3436563872,,
04:37  Rockhampton,1,Rocky Burrow,5745343423,,
04:37  Rockhampton,2,Brick,5356654775,,
04:37  Rockhampton,3,Franky Picasso,6143557468,,
04:37  Rockhampton,4,Sorrento Beach,5366676462,,
04:37  Rockhampton,5,Zabdon Justice,123387347,,
04:37  Rockhampton,6,End Of Tunnel,3745173354,,
04:37  Rockhampton,7,Zabdon Is Back,4423546516,,
04:37  Rockhampton,8,Untamed Banter,16476643,,
04:55  Rockhampton,1,Powered By Prado,5487725535,,
04:55  Rockhampton,2,Zabdon Princess,2788837875,,
04:55  Rockhampton,3,Miss Bella Blue,21,,
04:55  Rockhampton,4,Wilma Flintstone,6635365612,,
04:55  Rockhampton,5,Mustang Beach,6434321284,,
04:55  Rockhampton,6,Baytown Floyd,2433325367,,
04:55  Rockhampton,7,Zabdon Skippy,4554261658,,
04:55  Rockhampton,8,Diamantina Pearl,3332751665,,
05:15  Rockhampton,1,Arnie Ferrari,6675431644,,
05:15  Rockhampton,2,Cheesy Easy,1454623466,,
05:15  Rockhampton,3,Paw Quail,8776222243,,
05:15  Rockhampton,4,Exquisite,6167261621,,
05:15  Rockhampton,5,Nuka,521,,
05:15  Rockhampton,6,Bargara Killian,5342145422,,
05:15  Rockhampton,7,Scotch Rocket,2131833612,,
05:15  Rockhampton,8,Riding Solo,1213114126,,
05:15  Rockhampton,1,Bossy Miss Bliss,7621212232,,
05:15  Rockhampton,2,Weblec Whisper,1123455231,,
05:15  Rockhampton,3,Farmor Rogue,38117175X6,,
05:15  Rockhampton,4,Jester Beach,8567615185,,
05:15  Rockhampton,5,Sober Meredith,6161658781,,
05:15  Rockhampton,6,Exploitation,1714127415,,
05:15  Rockhampton,7,Jessie Jet Power,8555118262,,
05:15  Rockhampton,8,Go Go Cambla,5546261221,,
05:15  Rockhampton,1,Ranger Beach,1245447621,,
05:15  Rockhampton,2,Amren,2162346154,,
05:15  Rockhampton,3,Velocity Commit,7111181115,,
05:15  Rockhampton,4,Play Dirty,2211111411,,
05:15  Rockhampton,5,Farmor Left,2361581312,,
05:15  Rockhampton,6,Edgewood,2161142265,,
05:15  Rockhampton,7,Slick Ram,2115413632,,
05:15  Rockhampton,8,Zippity Zeal,3717363115,,
05:15  Rockhampton,2,Farmor Jacuzzis,1111,,
05:15  Rockhampton,3,Dream Design,2112215621,,
05:15  Rockhampton,4,Paw Valentina,4137722113,,
05:15  Rockhampton,5,Unique Ability,1212251142,,
05:15  Rockhampton,6,Bright Side,41133,,
05:15  Rockhampton,7,Awesome Cambla,3443115531,,
05:15  Rockhampton,8,Next Black Jack,11552,,
05:15  Rockhampton,1,Dropping Gears,,,
06:34  Rockhampton,1,Such A Life,6333516764,,
06:34  Rockhampton,2,Tusken Wind,13118,,
06:34  Rockhampton,3,Chapman Beach,6575664324,,
06:34  Rockhampton,4,Aston Hayes,6646267733,,
06:34  Rockhampton,5,Hamiso,8652255341,,
06:34  Rockhampton,6,Barefoot Rogue,2622131253,,
06:34  Rockhampton,8,Miss Etiquette,5873374427,,
06:34  Rockhampton,7,Velocity Smolder,,,
06:53  Rockhampton,1,Sirius Todd,3464324233,,
06:53  Rockhampton,2,Blackjack Bob,3255733457,,
06:53  Rockhampton,3,Cambla Sensei,7343238466,,
06:53  Rockhampton,4,Venetian Blue,5241326576,,
06:53  Rockhampton,5,Sing My Song,1316315,,
06:53  Rockhampton,6,Paw Jolyn,7367643672,,
06:53  Rockhampton,7,Boulder Beach,5242852445,,
06:53  Rockhampton,8,Hacienda Dream,5217221822,,
07:11  Rockhampton,1,Hudson Riverline,4212215,,
07:11  Rockhampton,2,Sunburnt Dawn,2232313816,,
07:11  Rockhampton,3,Suntory Poppy,3323543725,,
07:11  Rockhampton,4,Bev Beach,2816432547,,
07:11  Rockhampton,5,Velocity Radiate,8224211178,,
07:11  Rockhampton,6,How's Warren,1715224554,,
07:11  Rockhampton,7,Regal Wolf,211,,
07:11  Rockhampton,8,Tumbleweeds,6344355543,,
07:35  Rockhampton,1,Farmor Entitled,75447273X3,,
07:35  Rockhampton,2,Cambla Clown,8435312884,,
07:35  Rockhampton,3,Swerve,6125652252,,
07:35  Rockhampton,4,Dynamic One,7542452334,,
07:35  Rockhampton,5,Zipping Parker,5463533345,,
07:35  Rockhampton,6,Kingsbrae Smokey,5455546264,,
07:35  Rockhampton,7,Burrum Betty,6674644742,,
07:35  Rockhampton,8,Zipping Olsen,7647217846,,
04:04  Richmond,2,Tommy's Done,68,,
04:04  Richmond,3,She's The Best,4637764664,,
04:04  Richmond,4,Infuriate,5,,
04:04  Richmond,5,Dawn's Boy,6,,
04:04  Richmond,6,Tap Out Tiffy,8424636542,,
04:04  Richmond,7,Lock Star,683,,
04:04  Richmond,8,Terra May,573665,,
04:28  Richmond,1,Winsome Storm,2,,
04:28  Richmond,2,Winsome Jet,1,,
04:28  Richmond,3,Phoenix Moon,5543852733,,
04:28  Richmond,4,Winsome Rambo,1,,
04:28  Richmond,5,Cash De Oro,21,,
04:28  Richmond,6,Bobby Junior,74X242,,
04:28  Richmond,7,Erina Flash,7226687653,,
04:28  Richmond,8,What's The Story,53545228,,
04:46  Richmond,1,Zipping Ruffian,3426464472,,
04:46  Richmond,2,Market Maverick,13,,
04:46  Richmond,3,Zipping Red Rum,1766532,,
04:46  Richmond,4,Mrs. Buttons,3716357,,
04:46  Richmond,6,Spin Around Blue,633X463332,,
04:46  Richmond,7,Kessler,7535,,
04:46  Richmond,8,Missile Boy,3575245345,,
05:05  Richmond,1,Tap Out Kitty,4754457567,,
05:05  Richmond,2,Test Drive,24X2434261,,
05:05  Richmond,3,Ice Cream Joe,6216,,
05:05  Richmond,4,Dance The Night,4875414765,,
05:05  Richmond,6,Zipping Babe,264817325,,
05:05  Richmond,7,Dreams Come True,7865367,,
05:05  Richmond,8,Cheri Pop,,,
05:25  Richmond,1,Pretty Shy,88X7,,
05:25  Richmond,2,Ferocious Wave,64,,
05:25  Richmond,3,Crawford,44421,,
05:25  Richmond,4,Radetzky March,2214,,
05:25  Richmond,5,Lailai Marama,4455X52674,,
05:25  Richmond,6,Wangaroa Wally,17523,,
05:25  Richmond,7,Zipping Schultz,8533244733,,
05:25  Richmond,8,Zipping Zeyatta,5321333435,,
05:45  Richmond,1,Milo Rules,1164768561,,
05:45  Richmond,2,Near Impossible,11X714774,,
05:45  Richmond,3,She's Our Joy,5177515575,,
05:45  Richmond,4,Minter Shine,718471137X,,
05:45  Richmond,5,Lady Chaos,6228467631,,
05:45  Richmond,6,Miss Cherry,3837557453,,
05:45  Richmond,7,My Friend Bec,123143211,,
05:45  Richmond,8,Surroundings,6873454317,,
06:05  Richmond,1,Cheeky Sloy,5285756683,,
06:05  Richmond,2,Loco Express,3573144738,,
06:05  Richmond,3,Trip Hazard,382234X75X,,
06:05  Richmond,4,Not So Silent,3483252557,,
06:05  Richmond,5,Out Pace,275X54248X,,
06:05  Richmond,6,Simply The Best,2221434461,,
06:05  Richmond,7,Cochise Squaw,513776624,,
06:05  Richmond,8,Fantasia Queen,1524425152,,
06:25  Richmond,1,Hello How Low,164431566,,
06:25  Richmond,2,Buzzing,633735X675,,
06:25  Richmond,3,Jack Jack,11114,,
06:25  Richmond,4,Dire,6253737233,,
06:25  Richmond,6,Calla Otis,4757665764,,
06:25  Richmond,7,Calla Tilly,1462854236,,
06:25  Richmond,8,Big Bernie,655574462,,
06:43  Richmond,1,Three Hundred,87241,,
06:43  Richmond,2,Archer Ten,2534434376,,
06:43  Richmond,3,Stephen Witherap,221522167,,
06:43  Richmond,4,Truly Desire,8336564527,,
06:43  Richmond,5,Run For Dad,3662272674,,
06:43  Richmond,6,Winsome Wanda,12,,
06:43  Richmond,7,Montana Banner,3243586386,,
06:43  Richmond,8,Tap Out Boston,1X535,,
07:02  Richmond,1,Almost,8456376682,,
07:02  Richmond,2,Aussie Jade,1527672653,,
07:02  Richmond,3,Souls On Fire,7214448267,,
07:02  Richmond,4,All The Cash,1648777227,,
07:02  Richmond,5,Cash Chaser,7334426781,,
07:02  Richmond,6,Cold Hard Cash,3263773742,,
07:02  Richmond,7,Sammy My Boy,5115535343,,
07:02  Richmond,8,Cait Rod's Fly,5856142786,,
07:21  Richmond,1,Gengar Wave,4162858214,,
07:21  Richmond,2,Open Road,4746X52655,,
07:21  Richmond,3,Tumby Bay,3466616176,,
07:21  Richmond,4,Bradshaw,4437552547,,
07:21  Richmond,5,Calla Oreo,2323632554,,
07:21  Richmond,7,Tatiana,3156157646,,
07:21  Richmond,8,Emgrand Drive,7752245386,,
07:21  Richmond,6,Live And Free,,,
07:45  Richmond,1,Canya Rapid Fire,6265443454,,
07:45  Richmond,2,Zipping Botham,38X41862,,
07:45  Richmond,3,Tommy's Dawn,714,,
07:45  Richmond,4,Bakerloo Boy,6155233527,,
07:45  Richmond,5,Fantastic Maxine,6776538575,,
07:45  Richmond,6,Nevermore,6175,,
07:45  Richmond,7,New Surprise,2613547233,,
07:45  Richmond,8,Zig Zag Zoey,11474X7573,,
05:41  Cannington,2,Missing Cash,64,,
05:41  Cannington,3,Let Me Bolt,,,
05:41  Cannington,5,Phoebe Keeping,467,,
05:41  Cannington,6,Alison's Mission,543324552,,
05:41  Cannington,7,Penny Pincher,,,
05:57  Cannington,1,Saluting Craig,,,
05:57  Cannington,3,Pickling Pete,6758827673,,
05:57  Cannington,4,Manx Magic,4,,
05:57  Cannington,5,Crenshaw King,47323247,,
05:57  Cannington,6,Queen Jett,8,,
05:57  Cannington,7,Magical Luna,,,
06:15  Cannington,1,Aston Negroni,783427623,,
06:15  Cannington,2,Hum Bug Monelli,4,,
06:15  Cannington,3,Zero Sugar,25636,,
06:15  Cannington,4,On Red Alert,4554,,
06:15  Cannington,5,Iconic Guess,372,,
06:15  Cannington,6,Agassi,,,
06:15  Cannington,8,Aureate,,,
06:31  Cannington,1,Nullarbor Rat,4351236753,,
06:31  Cannington,2,Hoot's Me Mum,1558546477,,
06:31  Cannington,3,Red Ned Gundi,4413517784,,
06:31  Cannington,4,Woodburn Grace,3158586462,,
06:31  Cannington,5,Cootamundra Lad,5263676826,,
06:31  Cannington,6,Trunkey Bling,1328884726,,
06:31  Cannington,7,Bold Vision,7564875878,,
06:31  Cannington,8,Pop's Pocket,5687447755,,
06:47  Cannington,1,Give Me Chills,1X7X,,
06:47  Cannington,2,Holly Can Browse,7632583842,,
06:47  Cannington,3,Space Zoomer,14,,
06:47  Cannington,4,Catch The Feels,13171,,
06:47  Cannington,5,Tamara Keeping,3338147,,
06:47  Cannington,6,Just A Bindi,72224215,,
06:47  Cannington,7,Felon Dave,8356748437,,
06:47  Cannington,8,Jaffa's Monelli,562266231,,
07:05  Cannington,1,Bolt Of Fun,321,,
07:05  Cannington,2,Fearless Cobra,6371465851,,
07:05  Cannington,3,Full Gloss Kwang,4351667363,,
07:05  Cannington,4,Lara Magic,6222147252,,
07:05  Cannington,5,Geordie Lad,7211,,
07:05  Cannington,6,Tiana Banana,1432472352,,
07:05  Cannington,7,Just Must,6785515654,,
07:05  Cannington,8,Bark Lightyear,741,,
07:24  Cannington,1,Sassy Snickers,2126116411,,
07:24  Cannington,2,Predator Gundi,8647811184,,
07:24  Cannington,3,Must Be Speedy,3412164853,,
07:24  Cannington,4,Fletcher Keeping,2225765655,,
07:24  Cannington,5,Liberty Star,4123716782,,
07:24  Cannington,6,Dancing Dennis,8153274122,,
07:24  Cannington,7,Beautiful Babe,8385514463,,
07:24  Cannington,8,Hello Bailey,6153567184,,
07:48  Cannington,1,Tommy The Lion,7532733112,,
07:48  Cannington,2,Holstein,2248377868,,
07:48  Cannington,3,Fast Money,54X6425367,,
07:48  Cannington,4,Career Highlight,21111,,
07:48  Cannington,5,Reina,3573784112,,
07:48  Cannington,6,Outside The Fire,7213685121,,
07:48  Cannington,7,West On Ace,1154465354,,
07:48  Cannington,8,Ponticelli,,,
08:10  Cannington,1,Sunset Amanda,5333621681,,
08:10  Cannington,2,Monteleone,1252523712,,
08:10  Cannington,3,Loki Hook,7544657844,,
08:10  Cannington,4,Intensified,6728734116,,
08:10  Cannington,5,Speedy Deville,4124534361,,
08:10  Cannington,6,Binnaway Oak,1235123733,,
08:10  Cannington,7,Wild Mood,4372623421,,
08:10  Cannington,8,Pint Of Special,1184567821,,
08:27  Cannington,1,Impress Hawkins,1254557161,,
08:27  Cannington,2,Better Call,2325452322,,
08:27  Cannington,4,West On Madge,11116X7X33,,
08:27  Cannington,5,Chef's Dream,2122126231,,
08:27  Cannington,7,Weave The Ring,1285636563,,
08:27  Cannington,8,Burnt Passion,7524217141,,
08:52  Cannington,1,Big Phantom,3183727711,,
08:52  Cannington,2,Cheddar Monelli,2356162533,,
08:52  Cannington,3,Cheers Jax,3242581812,,
08:52  Cannington,4,Golden Handcuffs,7518255216,,
08:52  Cannington,5,Common Chaos,1117247464,,
08:52  Cannington,6,Cake In Tummy,1167754X12,,
08:52  Cannington,7,Send It Tyler,2641621341,,
08:52  Cannington,8,Found The Brake,1653253231,,
09:12  Cannington,1,Glasgow Boy,4124623252,,
09:12  Cannington,2,Cool Ash,8422733562,,
09:12  Cannington,3,Larrgadi,2733147537,,
09:12  Cannington,4,Hugo Gundi,4318777836,,
09:12  Cannington,5,Jacoby Bale,2124543352,,
09:12  Cannington,6,Ballistic Bliss,6243165273,,
09:12  Cannington,7,Gettin' Tipsy,5576577456,,
09:12  Cannington,8,Tori Keeping,1665142434,,
